               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 465,            0.010996,            0.005733,            0.058557,             0.60839,             0.38678,             0.43599,             0.41959,           0.0030434,            0.002341,            0.025838,           0.0054064,           0.0054064,           0.0054064
                 466,             0.01059,           0.0055593,            0.057169,             0.60686,             0.41012,             0.45306,             0.43991,           0.0040925,           0.0022554,            0.025781,           0.0053965,           0.0053965,           0.0053965
                 467,            0.010604,           0.0058282,            0.057542,             0.61442,             0.40588,             0.44622,             0.42826,           0.0029312,           0.0021867,            0.025739,           0.0053866,           0.0053866,           0.0053866
                 468,            0.010913,           0.0059835,            0.064292,             0.62781,             0.43539,             0.46997,             0.42132,            0.003949,           0.0023087,            0.025737,           0.0053767,           0.0053767,           0.0053767
                 469,            0.011596,           0.0059454,            0.056678,              0.6292,             0.40917,             0.45276,             0.43016,           0.0039516,           0.0023332,            0.025755,           0.0053668,           0.0053668,           0.0053668
                 470,            0.011704,           0.0055924,            0.058307,             0.62489,             0.40913,             0.44934,             0.42812,           0.0033279,           0.0024078,            0.025756,           0.0053569,           0.0053569,           0.0053569
                 471,           0.0094411,           0.0055822,            0.057064,             0.60926,              0.4136,             0.44429,             0.43031,           0.0037739,            0.002576,            0.025653,            0.005347,            0.005347,            0.005347
                 472,            0.011052,           0.0056328,            0.056364,              0.6056,             0.42376,             0.44123,             0.42579,           0.0039561,           0.0026183,             0.02546,           0.0053371,           0.0053371,           0.0053371
                 473,            0.011062,             0.00638,             0.05864,             0.61765,             0.39462,             0.44105,             0.41783,           0.0040133,           0.0026822,            0.025463,           0.0053272,           0.0053272,           0.0053272
                 474,           0.0099291,           0.0060641,            0.057136,             0.62955,              0.3915,             0.44525,             0.42683,           0.0039637,           0.0027639,            0.025592,           0.0053173,           0.0053173,           0.0053173
                 475,           0.0093967,           0.0057371,            0.056119,             0.64166,             0.38069,             0.44669,             0.42504,           0.0031408,           0.0024994,            0.025535,           0.0053074,           0.0053074,           0.0053074
                 476,           0.0095358,           0.0056909,             0.05561,             0.62854,              0.3853,             0.44073,             0.42031,           0.0029586,           0.0023883,             0.02547,           0.0052975,           0.0052975,           0.0052975
                 477,            0.010523,           0.0058933,            0.055556,             0.60414,             0.39727,             0.44135,             0.41704,           0.0038469,           0.0023451,            0.025413,           0.0052876,           0.0052876,           0.0052876
                 478,            0.012874,           0.0058247,            0.058796,             0.59945,             0.38496,             0.46519,             0.43654,           0.0033364,            0.002266,            0.025316,           0.0052777,           0.0052777,           0.0052777
                 479,            0.011288,           0.0060763,            0.060192,             0.57401,             0.43063,              0.4525,             0.41781,           0.0035476,           0.0023253,            0.025202,           0.0052678,           0.0052678,           0.0052678
                 480,            0.010729,           0.0058744,            0.056678,             0.58698,             0.43399,              0.4715,             0.43827,           0.0034818,           0.0024436,            0.025087,           0.0052579,           0.0052579,           0.0052579
                 481,            0.011123,           0.0058041,            0.056045,             0.59181,             0.46011,              0.4789,             0.45158,           0.0031099,           0.0026774,            0.024964,            0.005248,            0.005248,            0.005248
                 482,             0.01121,           0.0060097,             0.05728,             0.57514,             0.46228,             0.47032,             0.43164,           0.0037193,           0.0026773,            0.024889,           0.0052381,           0.0052381,           0.0052381
                 483,            0.010319,           0.0056612,            0.056457,             0.55266,             0.48415,             0.48073,             0.45597,           0.0035247,           0.0026079,            0.024774,           0.0052282,           0.0052282,           0.0052282
                 484,            0.010544,           0.0059082,             0.05584,             0.55174,             0.46988,              0.4899,             0.47556,           0.0035922,            0.002573,            0.024717,           0.0052183,           0.0052183,           0.0052183
                 485,            0.012024,           0.0062356,            0.055998,             0.57955,             0.47706,             0.48331,             0.42926,           0.0042952,            0.002606,            0.024682,           0.0052084,           0.0052084,           0.0052084
                 486,            0.010813,           0.0057524,            0.057454,             0.57037,             0.47764,             0.50063,             0.46115,           0.0036399,           0.0023397,            0.024607,           0.0051985,           0.0051985,           0.0051985
                 487,           0.0092661,           0.0052808,            0.052877,             0.56743,              0.4766,             0.51076,             0.49135,           0.0040041,           0.0021744,            0.024515,           0.0051886,           0.0051886,           0.0051886
                 488,           0.0094557,           0.0058329,            0.055627,             0.54644,             0.47722,             0.52887,             0.50279,           0.0036265,           0.0021579,            0.024403,           0.0051787,           0.0051787,           0.0051787
                 489,            0.011619,           0.0062043,            0.055548,             0.53829,              0.4956,             0.51095,             0.47849,           0.0035281,           0.0022031,            0.024425,           0.0051688,           0.0051688,           0.0051688
                 490,            0.010325,           0.0055324,             0.05705,             0.53159,             0.48006,             0.51678,             0.48905,           0.0033536,           0.0024676,            0.024379,           0.0051589,           0.0051589,           0.0051589
                 491,            0.010347,           0.0062498,             0.05437,              0.5452,              0.4814,             0.53046,             0.47902,            0.004125,           0.0024844,            0.024327,            0.005149,            0.005149,            0.005149
                 492,            0.010666,           0.0056021,            0.055392,             0.54204,             0.47919,             0.52011,             0.48932,           0.0038002,           0.0025591,            0.024254,           0.0051391,           0.0051391,           0.0051391
                 493,            0.011362,           0.0061952,            0.057048,             0.56592,             0.47065,             0.51585,             0.49303,           0.0038023,           0.0025622,            0.024216,           0.0051292,           0.0051292,           0.0051292
                 494,            0.010479,           0.0056604,            0.053111,             0.56169,             0.49148,             0.51921,             0.47621,           0.0037613,           0.0023741,            0.024126,           0.0051193,           0.0051193,           0.0051193
                 495,           0.0095001,           0.0056557,            0.054962,             0.53499,             0.52888,             0.51942,              0.4679,           0.0043496,           0.0023529,            0.024056,           0.0051094,           0.0051094,           0.0051094
                 496,            0.010378,           0.0056297,            0.056791,             0.54776,             0.51763,             0.52257,              0.4812,            0.003725,           0.0023053,             0.02405,           0.0050995,           0.0050995,           0.0050995
                 497,            0.012708,            0.005898,            0.060421,             0.55157,             0.52575,             0.50996,             0.45442,           0.0043104,           0.0024322,            0.024031,           0.0050896,           0.0050896,           0.0050896
                 498,            0.010439,             0.00605,            0.052859,             0.52352,             0.53713,             0.52249,             0.50496,           0.0030698,           0.0024698,            0.023899,           0.0050797,           0.0050797,           0.0050797
                 499,            0.010398,            0.005766,            0.057485,              0.5236,              0.5465,             0.52708,             0.50089,           0.0035183,           0.0023699,            0.023707,           0.0050698,           0.0050698,           0.0050698
                 500,            0.010949,           0.0057858,            0.054237,             0.53267,             0.56431,              0.5632,              0.5432,            0.003963,           0.0023098,            0.023609,           0.0050599,           0.0050599,           0.0050599
                 501,            0.011562,           0.0058909,            0.057024,             0.50072,             0.57819,             0.55062,              0.5377,           0.0040345,           0.0023087,             0.02362,             0.00505,             0.00505,             0.00505
                 502,            0.011704,           0.0060511,             0.05182,             0.50536,             0.58517,             0.54642,             0.49402,           0.0042103,           0.0023081,            0.023761,           0.0050401,           0.0050401,           0.0050401
                 503,            0.010231,           0.0054264,            0.054734,             0.51117,             0.55775,             0.51908,             0.48049,            0.004624,           0.0023559,            0.023837,           0.0050302,           0.0050302,           0.0050302
                 504,             0.01071,           0.0058963,            0.055084,             0.51118,             0.54644,             0.54188,             0.51856,           0.0042674,           0.0023747,            0.023623,           0.0050203,           0.0050203,           0.0050203
                 505,            0.010738,           0.0058105,             0.05264,             0.51848,             0.56157,             0.56137,             0.53166,           0.0031936,           0.0024401,            0.023552,           0.0050104,           0.0050104,           0.0050104
                 506,            0.010065,           0.0057391,            0.054373,             0.53631,             0.54168,             0.55086,             0.52867,           0.0036026,           0.0024625,            0.023385,           0.0050005,           0.0050005,           0.0050005
                 507,            0.010847,           0.0056031,            0.055348,             0.54475,             0.51848,             0.55182,             0.52295,           0.0039852,           0.0025595,            0.023252,           0.0049906,           0.0049906,           0.0049906
                 508,            0.010182,           0.0059519,            0.053685,             0.58533,             0.51296,             0.55284,             0.53324,            0.003942,           0.0024833,            0.023262,           0.0049807,           0.0049807,           0.0049807
                 509,            0.012268,           0.0058318,            0.054221,             0.55877,             0.52611,             0.57023,             0.53169,           0.0036418,           0.0023087,            0.023275,           0.0049708,           0.0049708,           0.0049708
                 510,            0.011353,           0.0062741,            0.050617,             0.54983,              0.5452,               0.551,             0.53334,           0.0031394,           0.0022991,            0.023226,           0.0049609,           0.0049609,           0.0049609
                 511,            0.010043,           0.0058739,            0.052717,             0.53432,             0.55118,             0.55764,             0.51242,           0.0041107,           0.0023457,            0.023209,            0.004951,            0.004951,            0.004951
                 512,            0.011135,           0.0054169,            0.052525,             0.52464,             0.54545,             0.54872,             0.52634,           0.0033353,           0.0023993,            0.023138,           0.0049411,           0.0049411,           0.0049411
                 513,            0.012376,           0.0062016,            0.053767,             0.52338,             0.54107,             0.56631,             0.53289,           0.0035143,           0.0023684,            0.022982,           0.0049312,           0.0049312,           0.0049312
                 514,            0.010679,           0.0059821,            0.051807,              0.5329,             0.54801,             0.56092,             0.53513,           0.0040017,           0.0024341,            0.022837,           0.0049213,           0.0049213,           0.0049213
                 515,            0.010738,           0.0062537,            0.055175,             0.51392,             0.56011,             0.56566,             0.54617,           0.0034591,           0.0023315,            0.022813,           0.0049114,           0.0049114,           0.0049114
                 516,            0.010512,           0.0054432,            0.051573,             0.51406,             0.56237,             0.56391,             0.54723,           0.0031464,           0.0022141,            0.022818,           0.0049015,           0.0049015,           0.0049015
                 517,            0.012161,           0.0060204,            0.055117,             0.49107,             0.57984,             0.56779,             0.53468,           0.0031467,           0.0023966,            0.022749,           0.0048916,           0.0048916,           0.0048916
                 518,            0.010983,           0.0061635,            0.054172,             0.48772,              0.5939,             0.56185,             0.52725,           0.0033905,           0.0026279,            0.022612,           0.0048817,           0.0048817,           0.0048817
                 519,           0.0099979,           0.0052763,            0.053857,             0.50477,             0.59054,             0.56362,             0.52869,           0.0032765,           0.0026872,            0.022505,           0.0048718,           0.0048718,           0.0048718
                 520,            0.011097,           0.0060672,            0.053784,             0.53433,             0.54563,             0.56465,             0.53045,           0.0034006,           0.0028955,            0.022388,           0.0048619,           0.0048619,           0.0048619
                 521,            0.012512,           0.0060747,            0.054882,             0.55051,             0.55271,             0.60564,             0.58694,           0.0038875,           0.0025553,            0.022248,            0.004852,            0.004852,            0.004852
                 522,            0.011122,            0.005988,            0.057544,             0.54116,             0.55466,             0.60177,             0.56347,           0.0036698,           0.0022387,            0.022261,           0.0048421,           0.0048421,           0.0048421
                 523,            0.010603,           0.0057886,            0.050932,             0.55801,              0.5613,             0.59223,             0.57363,            0.003365,           0.0021365,            0.022229,           0.0048322,           0.0048322,           0.0048322
                 524,            0.010984,            0.005959,            0.051493,              0.5065,             0.56966,             0.57024,             0.54569,           0.0038145,           0.0021946,            0.022231,           0.0048223,           0.0048223,           0.0048223
                 525,              0.0119,            0.005552,             0.05145,             0.52443,             0.58926,             0.58502,             0.56508,           0.0037295,           0.0023236,            0.022303,           0.0048124,           0.0048124,           0.0048124
                 526,            0.011504,           0.0058027,            0.056022,              0.5308,             0.58343,             0.58913,             0.57374,           0.0032579,           0.0023623,             0.02233,           0.0048025,           0.0048025,           0.0048025
                 527,            0.010633,           0.0055512,            0.053156,             0.51659,             0.58698,             0.59074,             0.56236,            0.003397,           0.0024232,            0.022213,           0.0047926,           0.0047926,           0.0047926
                 528,            0.010461,           0.0061328,            0.050816,             0.50983,             0.60176,             0.61636,             0.59043,           0.0041165,           0.0024397,            0.021996,           0.0047827,           0.0047827,           0.0047827
                 529,             0.01099,           0.0057184,            0.051073,             0.49929,             0.60821,             0.62037,             0.56926,            0.003706,           0.0023625,             0.02177,           0.0047728,           0.0047728,           0.0047728
                 530,            0.010982,            0.005524,            0.050325,             0.51689,             0.59165,             0.63724,             0.59869,            0.003721,            0.002248,            0.021839,           0.0047629,           0.0047629,           0.0047629
                 531,            0.011174,           0.0057638,            0.051011,             0.50899,             0.59944,             0.60777,             0.55683,           0.0042526,           0.0023024,            0.022003,            0.004753,            0.004753,            0.004753
                 532,            0.012692,           0.0057967,            0.053884,             0.51046,              0.5865,             0.60079,             0.56805,           0.0044332,           0.0023922,            0.022127,           0.0047431,           0.0047431,           0.0047431
                 533,            0.011114,           0.0057853,            0.050959,             0.50265,             0.60245,             0.61461,             0.58965,           0.0038522,           0.0022851,            0.022117,           0.0047332,           0.0047332,           0.0047332
                 534,             0.01134,           0.0057254,            0.049288,             0.50835,             0.59517,             0.61549,             0.56467,           0.0043844,           0.0022275,            0.021947,           0.0047233,           0.0047233,           0.0047233
                 535,            0.011064,           0.0054531,            0.051647,             0.51119,             0.59947,             0.59554,             0.55598,           0.0035945,            0.002251,             0.02182,           0.0047134,           0.0047134,           0.0047134
                 536,            0.011635,           0.0055653,            0.054678,             0.50655,             0.61064,             0.60484,             0.56518,           0.0033849,           0.0023445,            0.021741,           0.0047035,           0.0047035,           0.0047035
                 537,            0.010426,           0.0057516,            0.049391,             0.51657,             0.61868,             0.60906,             0.58499,           0.0044129,           0.0024815,            0.021629,           0.0046936,           0.0046936,           0.0046936
                 538,            0.011094,           0.0060437,             0.05226,             0.54078,             0.59546,             0.62679,               0.586,           0.0033468,           0.0024793,            0.021547,           0.0046837,           0.0046837,           0.0046837
                 539,            0.010694,           0.0059782,            0.053183,             0.53888,             0.60634,             0.62234,             0.59043,           0.0033313,           0.0024209,            0.021596,           0.0046738,           0.0046738,           0.0046738
                 540,            0.010811,           0.0053681,            0.048117,             0.53074,             0.61427,             0.61685,               0.595,           0.0031958,           0.0023198,            0.021603,           0.0046639,           0.0046639,           0.0046639
                 541,            0.012022,           0.0057837,            0.048236,             0.53954,                0.61,             0.61229,             0.57649,           0.0036511,           0.0023853,            0.021518,            0.004654,            0.004654,            0.004654
                 542,             0.01106,           0.0058659,            0.050356,              0.5432,             0.59888,             0.65329,             0.61933,           0.0038764,           0.0024908,             0.02136,           0.0046441,           0.0046441,           0.0046441
                 543,             0.01027,           0.0053221,            0.048341,             0.52654,             0.61621,             0.62627,             0.60092,           0.0033493,           0.0024824,            0.021198,           0.0046342,           0.0046342,           0.0046342
                 544,            0.012009,           0.0058522,            0.051201,             0.50983,             0.65704,             0.65842,             0.63479,           0.0034372,           0.0024087,            0.021026,           0.0046243,           0.0046243,           0.0046243
                 545,            0.010696,           0.0060364,            0.051919,             0.52433,             0.64211,             0.65187,             0.61272,           0.0039059,           0.0025939,            0.020889,           0.0046144,           0.0046144,           0.0046144
                 546,            0.010915,           0.0061494,            0.051238,             0.54323,             0.59691,             0.65804,             0.62791,           0.0036928,           0.0023625,            0.020834,           0.0046045,           0.0046045,           0.0046045
                 547,           0.0099538,           0.0059096,            0.050453,             0.56155,             0.57435,              0.6594,             0.62337,           0.0030656,           0.0022614,            0.020795,           0.0045946,           0.0045946,           0.0045946
                 548,            0.012273,           0.0060167,            0.050508,             0.55981,             0.57849,             0.63009,             0.58238,           0.0036396,           0.0023634,            0.020793,           0.0045847,           0.0045847,           0.0045847
                 549,            0.012512,           0.0057023,            0.051498,             0.53505,             0.60405,             0.63411,             0.61698,           0.0037629,           0.0026093,            0.020791,           0.0045748,           0.0045748,           0.0045748
                 550,            0.012127,           0.0059776,            0.052946,             0.52895,             0.62246,             0.65921,             0.61494,           0.0036412,           0.0028266,            0.020762,           0.0045649,           0.0045649,           0.0045649
                 551,            0.010819,           0.0057537,            0.049139,             0.52344,             0.61801,             0.64602,             0.62019,           0.0036329,           0.0026632,            0.020725,            0.004555,            0.004555,            0.004555
                 552,            0.011175,           0.0057884,            0.049322,             0.55432,             0.59979,             0.65735,             0.62239,           0.0042598,           0.0025313,            0.020578,           0.0045451,           0.0045451,           0.0045451
                 553,            0.012009,           0.0057646,            0.051123,             0.52688,             0.62544,             0.65312,             0.61396,            0.003809,           0.0024478,            0.020468,           0.0045352,           0.0045352,           0.0045352
                 554,            0.010991,           0.0058364,            0.051083,             0.52126,             0.63036,             0.66824,             0.63518,           0.0036538,             0.00252,             0.02038,           0.0045253,           0.0045253,           0.0045253
                 555,            0.010916,           0.0055581,            0.047581,             0.52999,             0.62997,             0.68735,             0.64923,           0.0035105,           0.0023865,            0.020319,           0.0045154,           0.0045154,           0.0045154
                 556,            0.010804,           0.0057975,            0.050075,             0.51697,             0.63808,             0.68731,             0.63946,           0.0039829,           0.0022628,            0.020259,           0.0045055,           0.0045055,           0.0045055
                 557,            0.012543,           0.0061732,            0.052275,             0.54547,             0.59471,             0.69988,             0.66416,           0.0040475,           0.0020889,            0.020287,           0.0044956,           0.0044956,           0.0044956
                 558,            0.010822,           0.0057763,            0.049194,             0.55261,             0.61269,             0.68071,             0.65633,           0.0040738,            0.002049,            0.020227,           0.0044857,           0.0044857,           0.0044857
                 559,            0.010812,           0.0058107,            0.047986,             0.54892,             0.62097,             0.69673,             0.65738,           0.0040111,           0.0021415,            0.020191,           0.0044758,           0.0044758,           0.0044758
                 560,            0.011682,           0.0057881,            0.050022,             0.52259,             0.65311,             0.70017,             0.63849,           0.0044233,           0.0022591,             0.02007,           0.0044659,           0.0044659,           0.0044659
                 561,             0.01171,           0.0059936,            0.047416,             0.52783,             0.65598,             0.69083,             0.65388,            0.004291,           0.0024543,            0.019949,            0.004456,            0.004456,            0.004456
                 562,            0.012102,           0.0059437,            0.049673,             0.49952,             0.69515,             0.67473,             0.64091,           0.0037364,           0.0023041,            0.019891,           0.0044461,           0.0044461,           0.0044461
                 563,            0.010521,           0.0059148,            0.047429,             0.50048,             0.68623,             0.70598,             0.68701,           0.0032444,           0.0020955,            0.019792,           0.0044362,           0.0044362,           0.0044362
                 564,            0.010895,           0.0061672,            0.046555,             0.53984,             0.65683,             0.71689,             0.68214,           0.0038607,           0.0019733,            0.019761,           0.0044263,           0.0044263,           0.0044263
                 565,            0.012408,           0.0057806,            0.049523,              0.5331,              0.6857,             0.72803,             0.68173,           0.0037505,           0.0020313,            0.019776,           0.0044164,           0.0044164,           0.0044164
                 566,            0.011725,           0.0062722,            0.054878,             0.53061,             0.68884,             0.74692,             0.72561,           0.0037706,           0.0021423,            0.019691,           0.0044065,           0.0044065,           0.0044065
                 567,           0.0099654,           0.0057199,            0.045764,             0.50409,             0.71007,              0.7289,             0.70552,           0.0029686,           0.0023414,            0.019612,           0.0043966,           0.0043966,           0.0043966
                 568,           0.0099888,             0.00559,            0.049061,             0.51247,             0.69477,              0.7042,              0.6686,           0.0031345,           0.0025518,            0.019654,           0.0043867,           0.0043867,           0.0043867
                 569,            0.011332,           0.0054995,            0.046793,             0.49802,             0.69354,             0.72702,             0.68912,           0.0033303,           0.0024544,            0.019544,           0.0043768,           0.0043768,           0.0043768
                 570,            0.011181,           0.0063257,            0.048171,             0.49673,             0.69288,             0.70366,             0.66991,           0.0038547,            0.002253,            0.019515,           0.0043669,           0.0043669,           0.0043669
                 571,            0.011248,           0.0058151,            0.048331,             0.50313,             0.69158,             0.71197,              0.6729,           0.0039837,           0.0022087,            0.019427,            0.004357,            0.004357,            0.004357
                 572,             0.01152,            0.006287,            0.047778,             0.49773,             0.69803,             0.71502,              0.6723,           0.0034479,           0.0023216,            0.019327,           0.0043471,           0.0043471,           0.0043471
                 573,            0.011998,           0.0060367,            0.045582,             0.49222,             0.70029,             0.72441,             0.69655,           0.0036094,           0.0024713,            0.019252,           0.0043372,           0.0043372,           0.0043372
                 574,            0.012302,           0.0059617,            0.047854,             0.50733,             0.71373,             0.72839,             0.68218,           0.0038811,            0.002546,            0.019198,           0.0043273,           0.0043273,           0.0043273
                 575,            0.011807,           0.0055653,            0.045055,             0.50838,             0.69858,             0.72617,             0.70182,           0.0033197,           0.0026364,            0.019192,           0.0043174,           0.0043174,           0.0043174
                 576,            0.011922,           0.0054284,            0.047713,             0.51731,             0.68839,              0.7272,              0.6984,           0.0037446,            0.002595,             0.01918,           0.0043075,           0.0043075,           0.0043075
                 577,            0.012103,            0.005917,            0.045962,              0.5069,             0.69654,             0.73464,             0.71624,           0.0041648,           0.0025399,            0.019202,           0.0042976,           0.0042976,           0.0042976
                 578,            0.011212,           0.0056863,              0.0456,             0.50398,             0.69825,             0.72366,             0.70118,           0.0033685,           0.0026374,            0.019115,           0.0042877,           0.0042877,           0.0042877
                 579,            0.011766,           0.0056789,             0.04573,             0.50693,             0.68735,             0.72926,             0.68293,           0.0034776,           0.0025256,            0.019054,           0.0042778,           0.0042778,           0.0042778
                 580,            0.011315,           0.0059238,            0.046429,             0.49794,             0.67607,              0.7289,             0.67701,           0.0037337,           0.0024673,            0.019037,           0.0042679,           0.0042679,           0.0042679
                 581,            0.011852,           0.0059896,            0.046778,             0.49269,             0.69824,             0.72388,              0.6859,           0.0035351,           0.0024664,            0.018959,            0.004258,            0.004258,            0.004258
                 582,            0.012729,           0.0056214,             0.04849,              0.4861,              0.7044,             0.71067,             0.67392,           0.0034903,           0.0024489,            0.018925,           0.0042481,           0.0042481,           0.0042481
                 583,            0.011194,           0.0054726,            0.047594,             0.51868,             0.68469,             0.73109,             0.69923,           0.0031433,           0.0023788,             0.01888,           0.0042382,           0.0042382,           0.0042382
                 584,            0.010527,           0.0058074,            0.044171,             0.51688,             0.68742,             0.73111,             0.68771,           0.0036924,           0.0024854,            0.018824,           0.0042283,           0.0042283,           0.0042283
                 585,            0.011832,           0.0062566,             0.04684,             0.51136,             0.70196,             0.73901,             0.69899,           0.0034596,           0.0025208,            0.018717,           0.0042184,           0.0042184,           0.0042184
                 586,            0.011826,           0.0058668,            0.046907,             0.52514,             0.68958,             0.74513,             0.69963,           0.0034037,           0.0024389,             0.01868,           0.0042085,           0.0042085,           0.0042085
                 587,            0.010699,           0.0055929,            0.047838,             0.52868,             0.68245,             0.74444,             0.70891,           0.0031558,           0.0024314,            0.018649,           0.0041986,           0.0041986,           0.0041986
                 588,           0.0098779,           0.0056419,            0.044254,             0.52444,             0.68645,             0.72936,             0.70274,           0.0030603,           0.0023594,            0.018623,           0.0041887,           0.0041887,           0.0041887
                 589,            0.012083,           0.0053581,              0.0454,             0.51747,              0.6937,             0.71653,              0.6746,           0.0033669,           0.0022416,            0.018532,           0.0041788,           0.0041788,           0.0041788
                 590,            0.011396,           0.0055984,            0.044106,             0.50815,             0.70087,             0.73861,              0.7148,            0.003258,           0.0022835,            0.018451,           0.0041689,           0.0041689,           0.0041689
                 591,            0.012336,           0.0054078,            0.047464,             0.51192,             0.71181,             0.75225,             0.70593,           0.0035441,           0.0021554,            0.018385,            0.004159,            0.004159,            0.004159
                 592,            0.012313,            0.005758,            0.046392,             0.48817,             0.72562,             0.75237,             0.70454,           0.0035539,           0.0021239,            0.018292,           0.0041491,           0.0041491,           0.0041491
                 593,            0.012571,           0.0056512,            0.045826,             0.49506,             0.71603,             0.76369,             0.73167,           0.0032692,           0.0020878,            0.018135,           0.0041392,           0.0041392,           0.0041392
                 594,             0.01059,           0.0056924,            0.044364,             0.49842,             0.73301,             0.75257,             0.70179,           0.0039372,           0.0021351,            0.018041,           0.0041293,           0.0041293,           0.0041293
                 595,            0.010118,           0.0058053,            0.045327,             0.49703,             0.73336,             0.76937,             0.74445,           0.0035634,             0.00212,            0.017973,           0.0041194,           0.0041194,           0.0041194
                 596,            0.010711,           0.0051955,            0.043932,             0.52663,             0.69942,             0.75004,             0.72701,           0.0033787,           0.0019361,            0.017889,           0.0041095,           0.0041095,           0.0041095
                 597,            0.010928,           0.0057629,            0.045691,             0.51244,             0.71341,             0.76092,             0.71834,           0.0036211,           0.0018254,            0.017858,           0.0040996,           0.0040996,           0.0040996
                 598,            0.011254,           0.0054856,            0.046541,             0.50624,             0.71601,             0.77091,             0.73899,           0.0037354,           0.0019016,            0.017851,           0.0040897,           0.0040897,           0.0040897
                 599,            0.011761,           0.0054267,            0.045233,             0.48814,             0.73511,             0.77332,             0.73544,           0.0031637,           0.0019329,            0.017824,           0.0040798,           0.0040798,           0.0040798
                 600,            0.011403,           0.0057765,            0.043875,              0.4969,             0.74089,             0.74251,             0.71874,            0.003129,           0.0020001,            0.017794,           0.0040699,           0.0040699,           0.0040699
                 601,            0.011194,           0.0056056,            0.046596,             0.49362,             0.73559,             0.74253,             0.69989,           0.0034079,           0.0021463,            0.017839,             0.00406,             0.00406,             0.00406
                 602,             0.01098,           0.0059971,            0.043802,             0.48896,             0.74457,             0.74857,             0.70347,           0.0039166,           0.0022448,            0.017849,           0.0040501,           0.0040501,           0.0040501
                 603,            0.010855,           0.0058241,            0.045359,             0.49923,             0.74275,              0.7656,             0.73179,           0.0033592,           0.0023228,            0.017847,           0.0040402,           0.0040402,           0.0040402
                 604,            0.010642,           0.0059038,            0.046203,             0.50314,             0.74059,             0.77355,             0.73707,           0.0034178,            0.002261,            0.017735,           0.0040303,           0.0040303,           0.0040303
                 605,            0.010608,           0.0054347,            0.042833,             0.47676,             0.75275,             0.77543,             0.72144,           0.0038598,           0.0023449,            0.017581,           0.0040204,           0.0040204,           0.0040204
                 606,            0.012546,           0.0061826,            0.047699,             0.50374,             0.75762,             0.75108,              0.6942,           0.0039044,           0.0023845,            0.017473,           0.0040105,           0.0040105,           0.0040105
                 607,            0.011689,           0.0056112,            0.042081,             0.49914,             0.73901,             0.77207,              0.7376,           0.0031673,           0.0024903,            0.017428,           0.0040006,           0.0040006,           0.0040006
                 608,            0.011406,           0.0059487,            0.043212,             0.49011,             0.74831,             0.74642,             0.71617,           0.0032998,           0.0025989,              0.0174,           0.0039907,           0.0039907,           0.0039907
                 609,            0.012518,           0.0058723,            0.044223,              0.4957,             0.73535,             0.73291,             0.68645,           0.0036735,           0.0025703,            0.017293,           0.0039808,           0.0039808,           0.0039808
                 610,            0.011585,           0.0057573,            0.044718,             0.50513,             0.73358,             0.74526,              0.7206,           0.0044368,           0.0024256,            0.017229,           0.0039709,           0.0039709,           0.0039709
                 611,            0.011002,           0.0056206,             0.04404,             0.49552,             0.75434,             0.76547,             0.73145,           0.0034841,           0.0022615,            0.017156,            0.003961,            0.003961,            0.003961
                 612,            0.010666,           0.0058054,            0.042969,               0.508,             0.73581,              0.7497,             0.71237,            0.003839,           0.0022736,            0.017095,           0.0039511,           0.0039511,           0.0039511
                 613,            0.011942,           0.0057833,            0.045379,              0.4982,             0.75011,             0.78709,             0.73819,           0.0034616,           0.0024029,            0.017073,           0.0039412,           0.0039412,           0.0039412
                 614,            0.011015,           0.0053469,            0.042574,              0.4972,             0.74736,             0.77288,             0.68543,           0.0043343,           0.0023101,            0.017103,           0.0039313,           0.0039313,           0.0039313
                 615,            0.010718,           0.0054051,            0.043349,              0.4862,             0.75054,             0.75956,             0.73918,            0.003715,           0.0022801,            0.017106,           0.0039214,           0.0039214,           0.0039214
                 616,            0.011146,           0.0059268,            0.043975,             0.48731,             0.76345,             0.76106,             0.73317,           0.0035659,           0.0024311,            0.017049,           0.0039115,           0.0039115,           0.0039115
                 617,            0.011539,           0.0060267,            0.045702,             0.49463,              0.7279,             0.76986,             0.71387,           0.0039574,           0.0025165,            0.016878,           0.0039016,           0.0039016,           0.0039016
                 618,            0.010969,           0.0057648,            0.042828,             0.54913,             0.71086,             0.76454,             0.71356,           0.0036237,           0.0024395,            0.016852,           0.0038917,           0.0038917,           0.0038917
