               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 204,           0.0088885,           0.0059428,             0.07687,           0.0049955,                   1,             0.11972,             0.10833,           0.0056182,           0.0024872,            0.035029,           0.0079903,           0.0079903,           0.0079903
                 205,           0.0098504,           0.0061123,             0.07486,           0.0050106,                   1,             0.12243,             0.11639,           0.0029935,           0.0023725,            0.035028,           0.0079804,           0.0079804,           0.0079804
                 206,           0.0078689,           0.0059254,            0.074804,           0.0050065,                   1,             0.12721,             0.11722,            0.003255,            0.002203,            0.035026,           0.0079705,           0.0079705,           0.0079705
                 207,           0.0080941,             0.00598,            0.074264,           0.0050054,                   1,             0.11996,             0.11496,           0.0033286,           0.0021848,            0.034976,           0.0079606,           0.0079606,           0.0079606
                 208,           0.0091761,           0.0063156,            0.076452,           0.0050297,                   1,             0.11612,            0.093325,           0.0071763,           0.0024093,            0.034994,           0.0079507,           0.0079507,           0.0079507
                 209,           0.0087862,           0.0059233,            0.074659,           0.0050168,                   1,             0.12192,             0.11639,           0.0043402,           0.0024251,             0.03507,           0.0079408,           0.0079408,           0.0079408
                 210,           0.0081568,           0.0060893,            0.075133,           0.0049781,                   1,             0.11679,             0.11202,           0.0040955,           0.0024488,             0.03505,           0.0079309,           0.0079309,           0.0079309
                 211,           0.0079208,           0.0062117,             0.07355,           0.0049699,                   1,             0.11489,             0.11001,           0.0039395,            0.002566,            0.035029,            0.007921,            0.007921,            0.007921
                 212,           0.0090186,           0.0060323,            0.078319,           0.0049848,                   1,             0.11863,             0.11324,            0.002912,            0.002502,            0.034931,           0.0079111,           0.0079111,           0.0079111
                 213,           0.0086689,           0.0059765,            0.074227,           0.0049847,                   1,             0.11348,             0.10549,           0.0033889,           0.0027427,            0.034895,           0.0079012,           0.0079012,           0.0079012
                 214,           0.0097859,           0.0057264,            0.075581,           0.0049761,                   1,              0.1104,              0.1037,           0.0029969,           0.0025774,            0.034868,           0.0078913,           0.0078913,           0.0078913
                 215,           0.0073859,           0.0058352,             0.07557,           0.0049567,                   1,             0.12075,             0.11403,           0.0033475,           0.0025755,            0.034858,           0.0078814,           0.0078814,           0.0078814
                 216,           0.0078001,           0.0057944,            0.075059,           0.0049483,                   1,             0.12296,             0.11997,           0.0034142,           0.0025507,            0.034806,           0.0078715,           0.0078715,           0.0078715
                 217,            0.010876,           0.0058708,            0.079403,           0.0049575,                   1,             0.12696,             0.11735,           0.0035266,           0.0024927,            0.034817,           0.0078616,           0.0078616,           0.0078616
                 218,            0.010094,           0.0060118,            0.079489,           0.0049736,                   1,             0.12726,              0.1222,           0.0036224,           0.0024087,            0.034829,           0.0078517,           0.0078517,           0.0078517
                 219,           0.0073509,           0.0059203,            0.075235,           0.0049826,                   1,             0.11925,             0.11513,           0.0059088,            0.002659,            0.034812,           0.0078418,           0.0078418,           0.0078418
                 220,           0.0092918,           0.0061704,            0.075465,           0.0049843,                   1,             0.11813,             0.11453,           0.0043799,           0.0026581,            0.034773,           0.0078319,           0.0078319,           0.0078319
                 221,           0.0095286,           0.0061179,            0.075337,           0.0050029,                   1,             0.11715,             0.11258,           0.0025779,           0.0025458,            0.034726,            0.007822,            0.007822,            0.007822
                 222,           0.0088276,           0.0060776,            0.075601,           0.0049989,                   1,             0.11345,              0.1046,           0.0032485,           0.0026493,            0.034722,           0.0078121,           0.0078121,           0.0078121
                 223,           0.0086093,           0.0061445,            0.076657,            0.004984,                   1,             0.11435,             0.10945,           0.0037042,            0.003102,            0.034748,           0.0078022,           0.0078022,           0.0078022
                 224,           0.0089606,           0.0060651,            0.076965,           0.0049845,                   1,             0.11078,             0.10781,           0.0030446,           0.0025479,            0.034723,           0.0077923,           0.0077923,           0.0077923
                 225,            0.011506,           0.0063122,            0.076878,           0.0050224,                   1,              0.1101,            0.099373,           0.0038438,           0.0029015,            0.034697,           0.0077824,           0.0077824,           0.0077824
                 226,           0.0099048,           0.0060427,            0.074536,           0.0050516,                   1,             0.11175,             0.10216,            0.004496,           0.0026458,            0.034639,           0.0077725,           0.0077725,           0.0077725
                 227,           0.0079888,           0.0054935,             0.07216,           0.0050162,                   1,             0.11425,             0.10846,           0.0039795,           0.0025811,            0.034606,           0.0077626,           0.0077626,           0.0077626
                 228,            0.010061,            0.006103,            0.075229,           0.0050113,                   1,             0.12444,             0.12091,           0.0044152,           0.0023885,            0.034558,           0.0077527,           0.0077527,           0.0077527
                 229,           0.0089306,           0.0058197,            0.073153,           0.0049836,                   1,             0.12016,             0.10535,           0.0043304,           0.0025114,            0.034567,           0.0077428,           0.0077428,           0.0077428
                 230,           0.0086367,           0.0059598,            0.074552,            0.004981,                   1,             0.12229,             0.11747,           0.0031365,           0.0023175,            0.034515,           0.0077329,           0.0077329,           0.0077329
                 231,           0.0087632,           0.0061211,            0.074673,           0.0050251,                   1,             0.12306,             0.11333,           0.0040495,           0.0021067,            0.034459,            0.007723,            0.007723,            0.007723
                 232,           0.0095712,           0.0059827,            0.076872,           0.0050777,                   1,             0.13807,             0.13329,            0.003728,           0.0021814,            0.034464,           0.0077131,           0.0077131,           0.0077131
                 233,            0.010306,           0.0067393,            0.075092,           0.0051662,                   1,             0.12588,             0.11863,           0.0049326,           0.0026082,            0.034462,           0.0077032,           0.0077032,           0.0077032
                 234,           0.0078058,           0.0056166,            0.073595,            0.005156,                   1,             0.12821,              0.1125,           0.0043798,           0.0021694,            0.034509,           0.0076933,           0.0076933,           0.0076933
                 235,           0.0085189,           0.0059762,             0.07538,           0.0050918,                   1,             0.13949,             0.13024,           0.0034274,           0.0019866,            0.034536,           0.0076834,           0.0076834,           0.0076834
                 236,           0.0083332,           0.0054208,            0.074263,           0.0050579,                   1,             0.12861,             0.12357,           0.0026249,           0.0019679,            0.034517,           0.0076735,           0.0076735,           0.0076735
                 237,           0.0086117,           0.0060725,            0.073378,           0.0050607,                   1,             0.12923,             0.11763,            0.003409,           0.0024593,            0.034478,           0.0076636,           0.0076636,           0.0076636
                 238,           0.0093543,            0.006345,            0.076171,             0.89587,            0.078179,             0.13882,             0.12179,           0.0044916,           0.0025895,            0.034433,           0.0076537,           0.0076537,           0.0076537
                 239,           0.0074727,           0.0057169,            0.073293,              0.9295,            0.058537,             0.13574,             0.12577,            0.004212,            0.002633,            0.034368,           0.0076438,           0.0076438,           0.0076438
                 240,           0.0082643,           0.0063702,            0.075254,             0.93851,            0.054894,             0.13379,             0.12884,           0.0033332,           0.0024763,            0.034337,           0.0076339,           0.0076339,           0.0076339
                 241,           0.0088232,           0.0057254,            0.073353,             0.93869,            0.055072,             0.14111,             0.12859,           0.0039617,             0.00267,            0.034297,            0.007624,            0.007624,            0.007624
                 242,           0.0093965,            0.005903,            0.074721,             0.92804,            0.053717,             0.13473,             0.12995,            0.003604,           0.0023392,            0.034268,           0.0076141,           0.0076141,           0.0076141
                 243,           0.0086133,           0.0062552,            0.074578,             0.93372,             0.05438,              0.1288,             0.11718,           0.0038069,           0.0024696,            0.034276,           0.0076042,           0.0076042,           0.0076042
                 244,           0.0087485,           0.0059567,             0.07445,             0.92946,             0.05601,             0.12783,             0.11183,           0.0046482,           0.0025413,            0.034262,           0.0075943,           0.0075943,           0.0075943
                 245,           0.0098127,           0.0061962,            0.072853,             0.91466,            0.058883,              0.1435,              0.1335,           0.0041244,            0.002782,            0.034217,           0.0075844,           0.0075844,           0.0075844
                 246,           0.0090146,           0.0059154,            0.073959,             0.90994,            0.060863,             0.14507,             0.13301,           0.0040929,           0.0024897,            0.034153,           0.0075745,           0.0075745,           0.0075745
                 247,            0.010188,           0.0056673,            0.076092,             0.90994,            0.062403,             0.13917,              0.1354,           0.0029715,           0.0020772,            0.034117,           0.0075646,           0.0075646,           0.0075646
                 248,             0.01045,           0.0060762,            0.073149,             0.90993,            0.062831,              0.1291,              0.1251,           0.0056688,           0.0020966,            0.034111,           0.0075547,           0.0075547,           0.0075547
                 249,            0.010544,           0.0064303,            0.075752,             0.91022,            0.063415,             0.13986,              0.1323,           0.0036271,           0.0021723,            0.034092,           0.0075448,           0.0075448,           0.0075448
                 250,           0.0089685,            0.006107,            0.073324,             0.90981,            0.063415,             0.13544,             0.13189,           0.0035209,            0.001977,            0.034053,           0.0075349,           0.0075349,           0.0075349
                 251,           0.0081316,           0.0059469,            0.074112,             0.91075,            0.073214,             0.13436,             0.12486,           0.0031389,           0.0019041,            0.034003,            0.007525,            0.007525,            0.007525
                 252,           0.0081846,           0.0055855,            0.072951,             0.91164,            0.078049,             0.13777,             0.12783,           0.0035557,           0.0020722,            0.033965,           0.0075151,           0.0075151,           0.0075151
                 253,            0.009494,           0.0062035,            0.071326,             0.91154,            0.077292,             0.13326,             0.12489,            0.003765,           0.0021068,            0.033931,           0.0075052,           0.0075052,           0.0075052
                 254,            0.010393,           0.0062747,            0.075744,             0.90975,            0.063777,             0.14103,             0.11755,           0.0055012,           0.0021786,            0.033951,           0.0074953,           0.0074953,           0.0074953
                 255,           0.0074306,           0.0063966,            0.073566,             0.91547,            0.063276,             0.14224,             0.12981,            0.003383,           0.0023996,            0.033992,           0.0074854,           0.0074854,           0.0074854
                 256,            0.007878,           0.0056377,            0.072801,             0.91082,            0.062845,             0.13483,              0.1293,            0.003655,           0.0023143,            0.033987,           0.0074755,           0.0074755,           0.0074755
                 257,            0.008651,           0.0061871,             0.07288,             0.90952,            0.063415,             0.13539,             0.12868,           0.0029102,           0.0022058,            0.033959,           0.0074656,           0.0074656,           0.0074656
                 258,           0.0092581,            0.005727,            0.073616,             0.90594,            0.070041,             0.14517,             0.13729,           0.0035194,           0.0022995,            0.033951,           0.0074557,           0.0074557,           0.0074557
                 259,           0.0084482,           0.0055637,            0.072257,             0.90966,            0.064597,             0.14308,             0.13167,           0.0043751,           0.0020991,            0.033911,           0.0074458,           0.0074458,           0.0074458
                 260,           0.0088439,           0.0059306,            0.074558,             0.90989,            0.063415,             0.14982,             0.14212,           0.0031245,           0.0020829,            0.033903,           0.0074359,           0.0074359,           0.0074359
                 261,             0.00838,           0.0057005,            0.071936,             0.91565,            0.062873,             0.14889,             0.14287,           0.0029103,           0.0021291,            0.033929,            0.007426,            0.007426,            0.007426
                 262,           0.0080804,           0.0056463,            0.072218,             0.91566,            0.063073,             0.15051,             0.13936,           0.0032474,           0.0023751,            0.033906,           0.0074161,           0.0074161,           0.0074161
                 263,           0.0090768,           0.0056561,             0.07404,             0.91621,            0.066596,             0.13924,             0.13065,           0.0036527,           0.0021991,            0.033854,           0.0074062,           0.0074062,           0.0074062
                 264,           0.0089513,           0.0058324,            0.073422,             0.91586,            0.068633,             0.13627,             0.13112,           0.0025947,           0.0022521,            0.033792,           0.0073963,           0.0073963,           0.0073963
                 265,           0.0092088,           0.0061286,            0.073007,             0.91188,            0.082927,             0.15229,             0.13162,           0.0053001,           0.0026485,             0.03375,           0.0073864,           0.0073864,           0.0073864
                 266,           0.0082732,           0.0061374,            0.071903,             0.91108,            0.073171,             0.15534,             0.14763,           0.0040385,           0.0027326,            0.033745,           0.0073765,           0.0073765,           0.0073765
                 267,           0.0083779,           0.0063067,            0.073327,             0.91164,              0.0766,             0.16918,               0.158,            0.004363,           0.0027048,            0.033737,           0.0073666,           0.0073666,           0.0073666
                 268,           0.0076362,           0.0059761,            0.072502,              0.9098,            0.068293,             0.15619,             0.14671,           0.0029121,            0.002758,            0.033761,           0.0073567,           0.0073567,           0.0073567
                 269,           0.0082111,           0.0059382,            0.071724,             0.91073,            0.073171,             0.15461,             0.14715,           0.0026622,           0.0031479,            0.033751,           0.0073468,           0.0073468,           0.0073468
                 270,           0.0091138,           0.0061522,            0.073194,             0.90545,            0.073171,             0.15751,             0.14826,           0.0041559,           0.0030131,            0.033717,           0.0073369,           0.0073369,           0.0073369
                 271,           0.0083688,           0.0058894,            0.071445,             0.90611,             0.08198,             0.15352,             0.14331,           0.0038073,           0.0027551,            0.033701,            0.007327,            0.007327,            0.007327
                 272,           0.0089709,           0.0058887,            0.071715,             0.90625,            0.087805,             0.14945,             0.14177,           0.0039912,           0.0024201,            0.033679,           0.0073171,           0.0073171,           0.0073171
                 273,           0.0096992,           0.0062174,            0.073147,             0.91108,            0.081912,             0.16577,             0.15836,           0.0029599,           0.0022441,            0.033656,           0.0073072,           0.0073072,           0.0073072
                 274,           0.0081402,           0.0064152,            0.071748,             0.91007,            0.073171,             0.16282,             0.15419,           0.0058978,           0.0024521,            0.033661,           0.0072973,           0.0072973,           0.0072973
                 275,           0.0094183,           0.0057917,            0.076017,              0.9112,            0.078049,             0.15452,             0.13608,           0.0053193,           0.0027366,            0.033678,           0.0072874,           0.0072874,           0.0072874
                 276,           0.0094122,           0.0060385,            0.072255,             0.90123,            0.081376,             0.15861,             0.14281,           0.0050295,           0.0029381,            0.033679,           0.0072775,           0.0072775,           0.0072775
                 277,           0.0090927,           0.0057859,            0.070754,             0.90122,            0.087805,             0.16002,             0.14589,            0.003877,           0.0025769,            0.033695,           0.0072676,           0.0072676,           0.0072676
                 278,            0.010218,           0.0060082,            0.076627,             0.90111,            0.082927,             0.16281,             0.15676,           0.0027554,           0.0024873,            0.033697,           0.0072577,           0.0072577,           0.0072577
                 279,           0.0074116,           0.0057198,            0.071733,             0.90646,            0.078296,             0.17077,             0.15316,           0.0044242,           0.0022542,            0.033664,           0.0072478,           0.0072478,           0.0072478
                 280,           0.0092317,           0.0059072,            0.070686,             0.90697,            0.078049,             0.17385,             0.16176,           0.0050524,           0.0024749,            0.033661,           0.0072379,           0.0072379,           0.0072379
                 281,            0.010839,           0.0063207,             0.07299,             0.91319,            0.075415,             0.17883,              0.1736,           0.0036458,           0.0025725,            0.033658,            0.007228,            0.007228,            0.007228
                 282,           0.0099658,           0.0059062,            0.072209,             0.90199,            0.082927,             0.16685,             0.15531,           0.0033073,           0.0025062,            0.033609,           0.0072181,           0.0072181,           0.0072181
                 283,           0.0072868,           0.0060128,            0.072012,             0.90084,            0.082927,             0.16432,             0.15606,           0.0033226,           0.0021251,            0.033579,           0.0072082,           0.0072082,           0.0072082
                 284,           0.0082938,           0.0058298,             0.07111,             0.90078,            0.082927,             0.17006,             0.15418,           0.0041623,           0.0021641,            0.033558,           0.0071983,           0.0071983,           0.0071983
                 285,           0.0094706,           0.0063946,             0.07061,             0.90659,            0.087746,             0.16757,             0.16201,           0.0025795,           0.0021356,            0.033548,           0.0071884,           0.0071884,           0.0071884
                 286,           0.0090725,           0.0059717,            0.071229,             0.90613,            0.082927,             0.17621,             0.17039,           0.0039269,           0.0021687,            0.033493,           0.0071785,           0.0071785,           0.0071785
                 287,           0.0081743,           0.0057888,            0.072841,             0.90614,            0.082927,             0.19407,             0.17348,           0.0036843,           0.0022205,            0.033437,           0.0071686,           0.0071686,           0.0071686
                 288,           0.0085612,           0.0059685,            0.072862,             0.91128,            0.078133,             0.17138,             0.16551,            0.002396,           0.0023873,            0.033429,           0.0071587,           0.0071587,           0.0071587
                 289,           0.0079852,           0.0059065,            0.070255,             0.92144,            0.070283,             0.17764,              0.1722,           0.0040824,           0.0021961,            0.033372,           0.0071488,           0.0071488,           0.0071488
                 290,           0.0087981,           0.0057121,            0.070271,             0.90628,            0.082927,             0.17566,             0.16132,           0.0030184,           0.0020938,            0.033326,           0.0071389,           0.0071389,           0.0071389
                 291,           0.0096691,           0.0056756,            0.074481,              0.9059,            0.082927,             0.17512,             0.16774,           0.0042058,           0.0021535,             0.03332,            0.007129,            0.007129,            0.007129
                 292,           0.0089769,           0.0054227,            0.071385,             0.90572,            0.083846,              0.1688,              0.1554,           0.0032691,           0.0019296,            0.033308,           0.0071191,           0.0071191,           0.0071191
                 293,           0.0091786,           0.0062216,            0.070841,             0.90565,            0.082927,             0.16819,             0.15822,           0.0034565,           0.0019411,            0.033337,           0.0071092,           0.0071092,           0.0071092
                 294,           0.0092539,           0.0056408,            0.072599,             0.90556,            0.082927,             0.18053,             0.16984,           0.0034006,           0.0017572,            0.033339,           0.0070993,           0.0070993,           0.0070993
                 295,           0.0090675,           0.0058685,            0.072369,             0.90575,            0.082927,             0.15475,             0.14673,           0.0044715,           0.0019509,            0.033304,           0.0070894,           0.0070894,           0.0070894
                 296,           0.0092982,           0.0058109,               0.073,             0.90567,            0.082927,             0.16276,             0.15191,           0.0032627,           0.0018847,            0.033261,           0.0070795,           0.0070795,           0.0070795
                 297,            0.008668,           0.0057195,            0.070837,             0.90228,            0.093679,             0.17213,             0.16379,           0.0033319,           0.0019569,            0.033261,           0.0070696,           0.0070696,           0.0070696
                 298,           0.0091789,            0.006073,            0.071957,             0.90314,             0.10016,             0.17832,             0.16683,            0.002868,           0.0018497,            0.033267,           0.0070597,           0.0070597,           0.0070597
                 299,           0.0083949,           0.0059224,            0.073501,             0.90283,            0.098526,             0.18051,             0.17188,           0.0035605,           0.0019417,            0.033201,           0.0070498,           0.0070498,           0.0070498
                 300,           0.0096621,           0.0061108,            0.071661,             0.90282,             0.10295,             0.17851,             0.17202,           0.0044269,           0.0020512,            0.033173,           0.0070399,           0.0070399,           0.0070399
                 301,           0.0090818,            0.005781,            0.070458,             0.90629,            0.088589,             0.17376,             0.15819,           0.0044473,           0.0020558,            0.033104,             0.00703,             0.00703,             0.00703
                 302,           0.0088515,           0.0057419,             0.07177,             0.90642,            0.092683,             0.16347,             0.15446,           0.0033885,           0.0019791,            0.033012,           0.0070201,           0.0070201,           0.0070201
                 303,           0.0084814,           0.0057764,            0.069843,             0.90148,            0.094252,             0.18043,             0.16231,             0.00384,           0.0020856,            0.032928,           0.0070102,           0.0070102,           0.0070102
                 304,           0.0090655,           0.0059476,            0.071722,             0.90676,            0.092683,             0.18397,             0.17743,           0.0039164,           0.0020149,            0.032879,           0.0070003,           0.0070003,           0.0070003
                 305,            0.010954,             0.00596,            0.075314,             0.90621,            0.083008,             0.19427,             0.18137,           0.0054088,           0.0020558,            0.032878,           0.0069904,           0.0069904,           0.0069904
                 306,           0.0094596,           0.0057182,            0.072247,             0.90671,            0.082927,             0.18342,             0.16528,           0.0042623,           0.0021243,            0.032942,           0.0069805,           0.0069805,           0.0069805
                 307,           0.0072995,           0.0060729,            0.070213,             0.90573,            0.082927,             0.18772,             0.16907,           0.0037502,           0.0021145,            0.032932,           0.0069706,           0.0069706,           0.0069706
                 308,           0.0092155,           0.0058228,            0.070521,             0.90193,            0.099314,             0.18392,             0.16439,           0.0041393,           0.0022019,            0.032915,           0.0069607,           0.0069607,           0.0069607
                 309,           0.0097913,             0.00589,            0.070827,             0.90332,             0.10459,             0.17151,             0.15663,           0.0036556,           0.0022293,            0.032957,           0.0069508,           0.0069508,           0.0069508
                 310,           0.0092698,           0.0057005,            0.070885,             0.90288,             0.10474,             0.17624,             0.17233,            0.002902,           0.0020912,            0.032956,           0.0069409,           0.0069409,           0.0069409
                 311,           0.0078878,           0.0055259,            0.072548,             0.90233,             0.10732,              0.1807,             0.17061,           0.0026536,           0.0021719,            0.032962,            0.006931,            0.006931,            0.006931
                 312,           0.0091594,           0.0058409,             0.07052,             0.90225,             0.10589,             0.18247,             0.16793,           0.0034021,           0.0019763,            0.032909,           0.0069211,           0.0069211,           0.0069211
                 313,           0.0088793,           0.0057743,            0.070853,             0.89311,             0.10587,             0.18902,             0.18158,           0.0032326,            0.001774,            0.032839,           0.0069112,           0.0069112,           0.0069112
                 314,            0.010627,           0.0058957,            0.073428,             0.89434,             0.10312,             0.18899,             0.17736,           0.0030244,           0.0016507,            0.032784,           0.0069013,           0.0069013,           0.0069013
                 315,           0.0081079,           0.0057758,            0.069499,             0.88688,            0.097328,             0.19381,             0.18129,           0.0046813,           0.0018281,            0.032709,           0.0068914,           0.0068914,           0.0068914
                 316,            0.010041,           0.0058712,            0.070574,             0.87601,            0.094857,              0.1942,             0.17445,           0.0045095,           0.0018641,            0.032643,           0.0068815,           0.0068815,           0.0068815
                 317,            0.010157,           0.0055324,            0.071187,              0.8634,             0.10946,             0.18696,             0.16271,           0.0050463,           0.0020238,            0.032573,           0.0068716,           0.0068716,           0.0068716
                 318,            0.009997,           0.0056267,            0.071506,              0.8566,             0.10733,             0.18775,             0.18226,           0.0034868,           0.0020159,            0.032507,           0.0068617,           0.0068617,           0.0068617
                 319,           0.0084969,           0.0058845,            0.068467,             0.86096,             0.10244,             0.18902,             0.16952,           0.0041526,           0.0021591,             0.03244,           0.0068518,           0.0068518,           0.0068518
                 320,           0.0085776,           0.0060715,            0.070612,               0.862,             0.10775,             0.19765,             0.18913,           0.0032208,           0.0020714,            0.032386,           0.0068419,           0.0068419,           0.0068419
                 321,            0.009408,           0.0057294,            0.071658,             0.86659,             0.10118,              0.1958,              0.1679,           0.0060715,           0.0024961,            0.032278,            0.006832,            0.006832,            0.006832
                 322,           0.0096163,           0.0059332,            0.069268,             0.86637,             0.11106,             0.19874,             0.18386,           0.0036956,           0.0024528,            0.032178,           0.0068221,           0.0068221,           0.0068221
                 323,           0.0085957,           0.0059038,            0.069377,              0.8615,             0.11582,             0.20217,             0.18992,           0.0035828,           0.0026406,            0.032178,           0.0068122,           0.0068122,           0.0068122
                 324,           0.0098394,           0.0057377,            0.069812,             0.86124,             0.11585,             0.20379,              0.1891,           0.0037675,           0.0027828,            0.032151,           0.0068023,           0.0068023,           0.0068023
                 325,           0.0095727,           0.0058788,            0.067454,              0.8656,             0.11665,             0.20037,             0.18477,           0.0040411,           0.0027867,            0.032187,           0.0067924,           0.0067924,           0.0067924
                 326,           0.0087487,           0.0055544,            0.068838,             0.86598,             0.11621,             0.21346,             0.20432,           0.0033599,            0.002793,            0.032179,           0.0067825,           0.0067825,           0.0067825
                 327,           0.0092878,           0.0059741,            0.068697,             0.86239,             0.11807,             0.21265,             0.20249,           0.0031763,           0.0031111,            0.032198,           0.0067726,           0.0067726,           0.0067726
                 328,            0.010425,           0.0061356,            0.071749,             0.86613,              0.1108,             0.22044,              0.2077,           0.0028642,           0.0033339,            0.032201,           0.0067627,           0.0067627,           0.0067627
                 329,            0.010326,           0.0058628,            0.070095,              0.8858,             0.10891,             0.22011,             0.19627,           0.0044756,           0.0032678,            0.032184,           0.0067528,           0.0067528,           0.0067528
                 330,           0.0089997,           0.0054358,            0.069155,             0.87678,             0.11374,             0.22139,             0.20571,           0.0049819,           0.0025458,             0.03212,           0.0067429,           0.0067429,           0.0067429
                 331,           0.0078956,           0.0057557,            0.067766,             0.87662,             0.11343,             0.22586,             0.21446,           0.0037714,           0.0022959,             0.03204,            0.006733,            0.006733,            0.006733
                 332,           0.0083732,            0.005488,            0.068615,             0.86662,             0.11292,              0.2295,             0.22104,           0.0030876,           0.0023803,            0.031957,           0.0067231,           0.0067231,           0.0067231
                 333,            0.010313,           0.0065118,            0.069022,             0.86179,             0.11796,             0.20962,             0.19138,           0.0048377,           0.0024344,            0.031857,           0.0067132,           0.0067132,           0.0067132
                 334,           0.0099795,           0.0058489,            0.071563,             0.85141,             0.11761,             0.20203,             0.19057,           0.0037995,           0.0023231,            0.031814,           0.0067033,           0.0067033,           0.0067033
                 335,           0.0086998,           0.0062087,            0.068482,             0.85189,             0.12288,             0.20138,             0.18867,            0.003403,           0.0024569,            0.031797,           0.0066934,           0.0066934,           0.0066934
                 336,           0.0095838,           0.0056841,            0.068994,             0.86579,             0.11783,             0.21636,             0.20401,           0.0034462,           0.0022927,             0.03184,           0.0066835,           0.0066835,           0.0066835
                 337,            0.009653,           0.0058781,            0.067384,             0.88078,             0.11707,             0.21119,             0.20104,           0.0031334,           0.0023394,            0.031822,           0.0066736,           0.0066736,           0.0066736
                 338,           0.0083416,           0.0059343,            0.068199,             0.87595,             0.11737,             0.21821,             0.20865,           0.0034521,           0.0026274,            0.031792,           0.0066637,           0.0066637,           0.0066637
                 339,           0.0081164,           0.0057161,            0.068645,             0.85779,             0.12777,             0.22314,             0.20557,           0.0035013,            0.002964,            0.031748,           0.0066538,           0.0066538,           0.0066538
                 340,           0.0096346,           0.0056338,            0.069143,             0.85252,             0.13206,             0.21666,              0.2069,           0.0038169,           0.0028017,            0.031695,           0.0066439,           0.0066439,           0.0066439
                 341,            0.009752,           0.0057811,            0.066563,             0.84944,             0.13531,             0.22843,              0.2144,           0.0030358,           0.0024107,            0.031568,            0.006634,            0.006634,            0.006634
                 342,           0.0093298,           0.0059685,            0.068144,             0.85542,             0.12877,              0.2298,             0.21503,           0.0032839,           0.0020342,            0.031548,           0.0066241,           0.0066241,           0.0066241
                 343,           0.0093482,           0.0057522,            0.069624,             0.85554,             0.13085,             0.22005,             0.20485,           0.0031176,           0.0021112,            0.031556,           0.0066142,           0.0066142,           0.0066142
                 344,            0.008943,           0.0056967,            0.066869,             0.85487,             0.13605,             0.22392,             0.20248,           0.0051368,           0.0023148,            0.031523,           0.0066043,           0.0066043,           0.0066043
                 345,            0.011292,             0.00607,            0.069222,             0.85965,             0.13737,             0.23047,             0.21401,           0.0041571,           0.0024015,             0.03155,           0.0065944,           0.0065944,           0.0065944
                 346,           0.0098821,            0.006107,            0.066599,             0.85998,             0.13526,             0.23366,             0.21909,           0.0034919,           0.0023426,            0.031548,           0.0065845,           0.0065845,           0.0065845
                 347,           0.0092553,           0.0060016,            0.070734,             0.85841,             0.13127,             0.24058,             0.23171,           0.0031687,           0.0021469,            0.031559,           0.0065746,           0.0065746,           0.0065746
                 348,            0.009293,           0.0059605,            0.066393,             0.85896,             0.13659,             0.25283,             0.24376,           0.0029901,           0.0020064,            0.031548,           0.0065647,           0.0065647,           0.0065647
                 349,            0.010801,           0.0057832,            0.068053,             0.86281,             0.13659,             0.24829,             0.23557,            0.005027,            0.002291,            0.031581,           0.0065548,           0.0065548,           0.0065548
                 350,           0.0091152,           0.0058619,            0.066515,             0.85135,             0.13659,             0.24666,             0.21896,           0.0044936,           0.0024679,            0.031518,           0.0065449,           0.0065449,           0.0065449
                 351,           0.0093987,           0.0059973,            0.067976,             0.83984,             0.14634,             0.24109,             0.22697,           0.0030674,           0.0024846,            0.031414,            0.006535,            0.006535,            0.006535
                 352,           0.0091752,           0.0056703,            0.067008,             0.84016,              0.1487,             0.23297,             0.21253,           0.0041361,             0.00231,             0.03139,           0.0065251,           0.0065251,           0.0065251
                 353,           0.0099652,           0.0060549,            0.069365,             0.83632,             0.16064,             0.22716,             0.21722,           0.0030259,           0.0023926,            0.031386,           0.0065152,           0.0065152,           0.0065152
                 354,           0.0088292,           0.0057279,            0.067258,              0.8359,             0.15899,             0.21954,             0.20536,           0.0034763,           0.0023387,            0.031295,           0.0065053,           0.0065053,           0.0065053
                 355,           0.0088795,           0.0053429,            0.066622,             0.84052,             0.14652,             0.24475,             0.21773,           0.0039787,           0.0023801,            0.031182,           0.0064954,           0.0064954,           0.0064954
                 356,           0.0090213,           0.0062033,            0.066881,             0.84944,             0.14192,              0.2521,             0.23562,           0.0032958,           0.0024481,            0.031098,           0.0064855,           0.0064855,           0.0064855
                 357,            0.010464,           0.0059934,            0.067386,             0.85596,             0.15122,             0.24993,             0.22965,           0.0036612,           0.0023875,            0.031042,           0.0064756,           0.0064756,           0.0064756
